Группа,Период,Показатель,Подразделение
О-02.06. Круглый погонаж ель/сосна,2022-01-31 23:59:59,0.03344,"Сочи, Подгорная, 2 литЖ"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-01-31 23:59:59,0.2268,"Краснодар, Тополиная, 27/1"
О-01.08. ЛДСП,2022-02-28 23:59:59,2.803752,"Краснодар, Тополиная, 27/1"
О-02.08. Импрегнированные и термомодифицированные изделия,2022-02-28 23:59:59,0.3393,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.04. Террасная доска,2022-02-28 23:59:59,0.18792,"Армавир, Дружба отделение 1 СНТ, 36"
О-02.07.01. Брус строганый ,2022-02-28 23:59:59,0.3528,"Сочи, Подгорная, 2 литЖ"
О-03.03. Мебельный щит и подоконная доска,2022-02-28 23:59:59,1.39992,"Пятигорск, Винсады, Черкесское шоссе"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-02-28 23:59:59,131822.0,"Адлер, Гастелло, 30А"
О-02.04. Террасная доска,2022-02-28 23:59:59,4.895235,"Симферополь, Генерала Васильева, 23А"
О-01.08. ЛДСП,2022-02-28 23:59:59,0.16104,"Севастополь, Камышовое шоссе, 25"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-02-28 23:59:59,296486.96,"Сочи, Подгорная, 2 литЖ"
"О-05. БАНИ, САУНЫ",2022-02-28 23:59:59,0.445713,"Севастополь, Камышовое шоссе, 25"
С-02. КРЕПЕЖ,2022-02-28 23:59:59,70872.82,"Севастополь, Камышовое шоссе, 25"
О-02.05. Планкен ,2022-02-28 23:59:59,8.7788,"Севастополь, Камышовое шоссе, 25"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-02-28 23:59:59,0.392568,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-03.02. Клееный брус,2022-02-28 23:59:59,9.9474,"Краснодар, Ростовское шоссе, 26/1"
О-02.07.04. Доска Строганая,2022-02-28 23:59:59,0.743346,"Симферополь, Генерала Васильева, 23А"
О-03.01. Дверная коробка сосна,2022-02-28 23:59:59,0.09408,"Севастополь, Камышовое шоссе, 25"
О-01.01. Фанера ФК,2022-02-28 23:59:59,4.48153,"Симферополь, Генерала Васильева, 23А"
О-02.07.04. Доска Строганая,2022-02-28 23:59:59,22.534897,"Новороссийск, Гайдук, Новороссийское ш. 24А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-02-28 23:59:59,1.296682,"Адлер, Гастелло, 30А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-02-28 23:59:59,0.694843,"Сочи, Подгорная, 2 литЖ"
"О-05. БАНИ, САУНЫ",2022-02-28 23:59:59,0.63327,"Армавир, Дружба отделение 1 СНТ, 36"
С-08.ФАСАДЫ и ДВЕРКИ ДЛЯ МЕБЕЛИ,2022-02-28 23:59:59,0.502836,"Краснодар, Тополиная, 27/1"
О-02.04. Террасная доска,2022-02-28 23:59:59,11.575224,"Севастополь, Камышовое шоссе, 25"
О-03.03. Мебельный щит и подоконная доска,2022-02-28 23:59:59,0.027,"Симферополь, Внешняя, 28 А"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-02-28 23:59:59,157.0,"Сочи, Подгорная, 2 литЖ"
О-03.02. Клееный брус,2022-02-28 23:59:59,0.7443,"Севастополь, Камышовое шоссе, 25"
"О-02.02. Имитация бруса, Блок - Хаус",2022-02-28 23:59:59,7.382706,"Адлер, Гастелло, 30А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-02-28 23:59:59,0.54432,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-02-28 23:59:59,0.116955,"Симферополь, Генерала Васильева, 23А"
О-01.01. Фанера ФК,2022-02-28 23:59:59,5.0396,"Симферополь, Внешняя, 28 А"
О-02.04. Террасная доска,2022-02-28 23:59:59,33.017598,"Краснодар, Тополиная, 27/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-02-28 23:59:59,0.228744,"Сочи, Подгорная, 2 литЖ"
О-02.01. Вагонка,2022-02-28 23:59:59,3.483192,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.09. МДФ,2022-02-28 23:59:59,0.496755,"Севастополь, Камышовое шоссе, 25"
О-02.07.04. Доска Строганая,2022-02-28 23:59:59,120.713995,"Краснодар, Тополиная, 27/1"
О-02.03. Доска пола,2022-02-28 23:59:59,64.198368,"Краснодар, Тополиная, 27/1"
О-01.05. OSB,2022-02-28 23:59:59,93.286217,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-02-28 23:59:59,434.0,"Севастополь, Камышовое шоссе, 25"
О-02.07.06. Доска обрезная сухая ,2022-02-28 23:59:59,0.045,"Севастополь, Камышовое шоссе, 25"
О-01.06. ДВП,2022-02-28 23:59:59,6.61513,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-03.02. Клееный брус,2022-02-28 23:59:59,0.5034,"Сочи, Подгорная, 2 литЖ"
О-03.02. Клееный брус,2022-02-28 23:59:59,0.566,"Адлер, Гастелло, 30А"
О-01.04. Фанера ФЛФ (ламинированная),2022-02-28 23:59:59,4.540324,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.06. ДВП,2022-02-28 23:59:59,7.303909,"Адлер, Гастелло, 30А"
О-01.09. МДФ,2022-02-28 23:59:59,1.943316,"Сочи, Подгорная, 2 литЖ"
О-02.05. Планкен ,2022-02-28 23:59:59,4.5558,"Адлер, Гастелло, 30А"
О-02.05. Планкен ,2022-02-28 23:59:59,4.0596,"Сочи, Подгорная, 2 литЖ"
О-02.04. Террасная доска,2022-02-28 23:59:59,0.89376,"Краснодар, Ростовское шоссе, 26/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-02-28 23:59:59,1.88244,"Симферополь, Внешняя, 28 А"
О-02.06. Круглый погонаж ель/сосна,2022-02-28 23:59:59,0.01518,"Пятигорск, Винсады, Черкесское шоссе"
О-01.09. МДФ,2022-02-28 23:59:59,0.089424,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.09. МДФ,2022-02-28 23:59:59,0.603879,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-01.06. ДВП,2022-02-28 23:59:59,5.99635,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.01. Фанера ФК,2022-02-28 23:59:59,26.442639,"Адлер, Гастелло, 30А"
О-02.04. Террасная доска,2022-02-28 23:59:59,3.357252,"Сочи, Подгорная, 2 литЖ"
О-03.03. Мебельный щит и подоконная доска,2022-02-28 23:59:59,0.71968,"Севастополь, Камышовое шоссе, 25"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-02-28 23:59:59,79.0,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-03.02. Клееный брус,2022-02-28 23:59:59,0.78301,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-03.02. Клееный брус,2022-02-28 23:59:59,0.6267,"Пятигорск, Винсады, Черкесское шоссе"
О-02.03. Доска пола,2022-02-28 23:59:59,0.63423,"Армавир, Дружба отделение 1 СНТ, 36"
"О-05. БАНИ, САУНЫ",2022-02-28 23:59:59,0.25852,"Пятигорск, Винсады, Черкесское шоссе"
О-01.02. Фанера ФСФ береза,2022-02-28 23:59:59,9.548759,"Армавир, Дружба отделение 1 СНТ, 36"
О-03.03. Мебельный щит и подоконная доска,2022-02-28 23:59:59,1.74094,"Сочи, Подгорная, 2 литЖ"
О-01.05. OSB,2022-02-28 23:59:59,648.266572,"Краснодар, Тополиная, 27/1"
"О-02.02. Имитация бруса, Блок - Хаус",2022-02-28 23:59:59,3.99498,"Новороссийск, Гайдук, Новороссийское ш. 24А"
"О-02.09. Наличник, Плинтус, Уголок, Притвор, Штапик ",2022-02-28 23:59:59,8.712154,"Краснодар, Тополиная, 27/1"
О-02.07.02. Рейка/ Брусок ,2022-02-28 23:59:59,1.396044,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.06. ДВП,2022-02-28 23:59:59,3.006848,"Севастополь, Камышовое шоссе, 25"
О-01.05. OSB,2022-02-28 23:59:59,82.843635,"Сочи, Подгорная, 2 литЖ"
О-01.01. Фанера ФК,2022-02-28 23:59:59,77.093745,"Краснодар, Ростовское шоссе, 26/1"
О-06. НЕКОНДИЦИЯ,2022-02-28 23:59:59,0.3594,"Краснодар, Тополиная, 27/1"
С-06. ДВЕРИ МЕЖКОМНАТНЫЕ,2022-02-28 23:59:59,0.128,"Пятигорск, Винсады, Черкесское шоссе"
О-01.03. Фанера ФСФ хвойная,2022-02-28 23:59:59,1.088011,"Новороссийск, Гайдук, Новороссийское ш. 24А"
"О-05. БАНИ, САУНЫ",2022-02-28 23:59:59,0.54999,"Симферополь, Внешняя, 28 А"
О-02.07.04. Доска Строганая,2022-02-28 23:59:59,0.72072,"Симферополь, Внешняя, 28 А"
О-02.07.02. Рейка/ Брусок ,2022-02-28 23:59:59,10.617634,"Сочи, Подгорная, 2 литЖ"
О-01.04. Фанера ФЛФ (ламинированная),2022-02-28 23:59:59,15.981183,"Севастополь, Камышовое шоссе, 25"
О-02.06. Круглый погонаж ель/сосна,2022-02-28 23:59:59,0.0176,"Адлер, Гастелло, 30А"
О-02.07.04. Доска Строганая,2022-02-28 23:59:59,11.607282,"Пятигорск, Винсады, Черкесское шоссе"
О-03.01. Дверная коробка сосна,2022-02-28 23:59:59,0.0294,"Краснодар, Тополиная, 27/1"
О-01.03. Фанера ФСФ хвойная,2022-02-28 23:59:59,0.053582,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.01. Фанера ФК,2022-02-28 23:59:59,16.514325,"Новороссийск, Гайдук, Новороссийское ш. 24А"
"О-02.02. Имитация бруса, Блок - Хаус",2022-02-28 23:59:59,28.949894,"Краснодар, Ростовское шоссе, 26/1"
О-01.02. Фанера ФСФ береза,2022-02-28 23:59:59,1.89679,"Симферополь, Генерала Васильева, 23А"
О-02.05. Планкен ,2022-02-28 23:59:59,1.383,"Новороссийск, Гайдук, Новороссийское ш. 24А"
О-03.03. Мебельный щит и подоконная доска,2022-02-28 23:59:59,0.38588,"Симферополь, Генерала Васильева, 23А"
О-01.04. Фанера ФЛФ (ламинированная),2022-02-28 23:59:59,46.204071,"Пятигорск, Винсады, Черкесское шоссе"
О-01.04. Фанера ФЛФ (ламинированная),2022-02-28 23:59:59,165.570411,"Краснодар, Тополиная, 27/1"
О-03.02. Клееный брус,2022-02-28 23:59:59,0.8424,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.03. Доска пола,2022-02-28 23:59:59,0.861408,"Краснодар, Ростовское шоссе, 26/1"
О-02.01. Вагонка,2022-02-28 23:59:59,11.543551,"Сочи, Подгорная, 2 литЖ"
О-06. НЕКОНДИЦИЯ,2022-02-28 23:59:59,537.6,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.05. OSB,2022-02-28 23:59:59,209.368195,"Пятигорск, Винсады, Черкесское шоссе"
О-02.05. Планкен ,2022-02-28 23:59:59,0.672,"Армавир, Дружба отделение 1 СНТ, 36"
"О-05. БАНИ, САУНЫ",2022-02-28 23:59:59,3.190009,"Краснодар, Ростовское шоссе, 26/1"
О-02.01. Вагонка,2022-02-28 23:59:59,40.645464,"Краснодар, Тополиная, 27/1"
О-03.03. Мебельный щит и подоконная доска,2022-02-28 23:59:59,1.12672,"Адлер, Гастелло, 30А"
О-02.07.01. Брус строганый ,2022-02-28 23:59:59,2.1528,"Краснодар, Тополиная, 27/1"
О-03.02. Клееный брус,2022-02-28 23:59:59,0.2916,"Симферополь, Внешняя, 28 А"
О-02.04. Террасная доска,2022-02-28 23:59:59,0.549576,"Пятигорск, Винсады, Черкесское шоссе"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-02-28 23:59:59,3571.0,"Симферополь, Генерала Васильева, 23А"
О-01.03. Фанера ФСФ хвойная,2022-02-28 23:59:59,16.649207,"Сочи, Подгорная, 2 литЖ"
О-02.07.06. Доска обрезная сухая ,2022-02-28 23:59:59,4.649628,"Сочи, Подгорная, 2 литЖ"
О-02.07.06. Доска обрезная сухая ,2022-02-28 23:59:59,3.748472,"Адлер, Гастелло, 30А"
С-01. МАТЕРИАЛЫ ЛАКОКРАСОЧНЫЕ,2022-02-28 23:59:59,35614.0,"Пятигорск, Винсады, Черкесское шоссе"
О-02.05. Планкен ,2022-02-28 23:59:59,0.03,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-02.07.02. Рейка/ Брусок ,2022-02-28 23:59:59,1.8756,"Симферополь, Внешняя, 28 А"
О-02.07.06. Доска обрезная сухая ,2022-02-28 23:59:59,1.08,"Краснодар, Ростовское шоссе, 26/1"
О-01.04. Фанера ФЛФ (ламинированная),2022-02-28 23:59:59,4.875962,"Ростов-на-Дону, 1-й км а/д Ростов-Новошахтинск, зд.3/1"
О-01.05. OSB,2022-02-28 23:59:59,57.534228,"Симферополь, Генерала Васильева, 23А"
О-01.03. Фанера ФСФ хвойная,2022-02-28 23:59:59,28.630769,"Адлер, Гастелло, 30А"
О-02.01. Вагонка,2022-02-28 23:59:59,14.3566,"Адлер, Гастелло, 30А"
О-02.01. Вагонка,2022-02-28 23:59:59,3.031512,"Пятигорск, Винсады, Черкесское шоссе"
С-05. ИНСТРУМЕНТ И ИНВЕНТАРЬ,2022-02-28 23:59:59,105.0,"Армавир, Дружба отделение 1 СНТ, 36"
О-01.02. Фанера ФСФ береза,2022-02-28 23:59:59,6.676141,"Адлер, Гастелло, 30А"
